RACEID,YEAR,ROUND,NAME,F1DATE,TIME,URL,SCORE,DNF_COUNT,DNF_DUE_TO_ACCIDENT_COUNT,WEATHER,WEATHER_WET,CIRCUITREF,YEAR_C,RACE_COUNT,NAME_YEAR,OVERTAKEN_POSITIONS_TOTAL
221,1997,15,Luxembourg Grand Prix,28-Sep-97,\N,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix,,12,4,"Partially cloudy, mild and dry",N,nurburgring,1997,1,1997 Luxembourg Grand Prix,77
304,1992,16,Australian Grand Prix,8-Nov-92,\N,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix,,13,5,Cloudy,N,adelaide,1992,1,1992 Australian Grand Prix,0
622,1972,3,Spanish Grand Prix,1-May-72,\N,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,,15,4,not found,N,jarama,1972,1,1972 Spanish Grand Prix,0
1071,2021,20,Brazilian Grand Prix,7-Nov-21,17:00:00,http://en.wikipedia.org/wiki/2021_Brazilian_Grand_Prix,,0,0,not found,N,interlagos,2021,1,2021 Brazilian Grand Prix,0
604,1974,15,United States Grand Prix,6-Oct-74,\N,http://en.wikipedia.org/wiki/1974_United_States_Grand_Prix,,18,1,"Clear, warm",N,watkins_glen,1974,1,1974 United States Grand Prix,0
507,1980,10,Austrian Grand Prix,17-Aug-80,\N,http://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix,,10,0,"Mild, Dry",N,osterreichring,1980,1,1980 Austrian Grand Prix,0
433,1985,14,European Grand Prix,6-Oct-85,\N,http://en.wikipedia.org/wiki/1985_European_Grand_Prix,,14,3,not found,N,brands_hatch,1985,1,1985 European Grand Prix,0
299,1992,11,Hungarian Grand Prix,16-Aug-92,\N,http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix,,20,11,Dry,N,hungaroring,1992,1,1992 Hungarian Grand Prix,0
512,1979,1,Argentine Grand Prix,21-Jan-79,\N,http://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix,,15,6,Dry,N,galvez,1979,1,1979 Argentine Grand Prix,0
876,2012,17,Indian Grand Prix,28-Oct-12,9:30:00,http://en.wikipedia.org/wiki/2012_Indian_Grand_Prix,5.194,3,2,"Fine, Dry, a little hazy and a little dusty[2] Air Temp 30 °C (86 °F)[2] Track Temp 36 °C (97 °F) dropping to 31 °C (88 °F)[2]",N,buddh,2012,1,2012 Indian Grand Prix,107
585,1975,10,British Grand Prix,19-Jul-75,\N,http://en.wikipedia.org/wiki/1975_British_Grand_Prix,,22,16,"Sunny, then overcast, then heavy rain",Y,silverstone,1975,1,1975 British Grand Prix,0
379,1988,8,British Grand Prix,10-Jul-88,\N,http://en.wikipedia.org/wiki/1988_British_Grand_Prix,,14,0,Wet and cool,Y,silverstone,1988,1,1988 British Grand Prix,0
1062,2021,11,Hungarian Grand Prix,1-Aug-21,13:00:00,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,,7,6,Rain and sunny. Ambient: 26 to 29 °C (79 to 84 °F); Surface: 31 to 52 °C (88 to 126 °F).[4],Y,hungaroring,2021,1,2021 Hungarian Grand Prix,97
19,2008,2,Malaysian Grand Prix,23-Mar-08,7:00:00,http://en.wikipedia.org/wiki/2008_Malaysian_Grand_Prix,5.738,5,3,"Sunny, partly cloudy",N,sepang,2008,1,2008 Malaysian Grand Prix,137
736,1962,8,United States Grand Prix,7-Oct-62,\N,http://en.wikipedia.org/wiki/1962_United_States_Grand_Prix,,7,1,Sunny,N,watkins_glen,1962,1,1962 United States Grand Prix,0
477,1982,11,French Grand Prix,25-Jul-82,\N,http://en.wikipedia.org/wiki/1982_French_Grand_Prix,,13,4,Dry,N,ricard,1982,1,1982 French Grand Prix,0
583,1975,8,Dutch Grand Prix,22-Jun-75,\N,http://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix,,11,1,"Wet, drying later",Y,zandvoort,1975,1,1975 Dutch Grand Prix,0
434,1985,15,South African Grand Prix,19-Oct-85,\N,http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix,,14,4,Dry,N,kyalami,1985,1,1985 South African Grand Prix,0
674,1968,8,German Grand Prix,4-Aug-68,\N,http://en.wikipedia.org/wiki/1968_German_Grand_Prix,,6,3,"Hazy, Wet",Y,nurburgring,1968,1,1968 German Grand Prix,0
303,1992,15,Japanese Grand Prix,25-Oct-92,\N,http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix,,11,3,"Dry, warm, cloudy",N,suzuka,1992,1,1992 Japanese Grand Prix,0
543,1977,1,Argentine Grand Prix,9-Jan-77,\N,http://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix,,16,3,Dry,N,galvez,1977,1,1977 Argentine Grand Prix,0
290,1992,2,Mexican Grand Prix,22-Mar-92,\N,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix,,17,5,Scattered Clouds27 °C (81 °F)[1],N,rodriguez,1992,1,1992 Mexican Grand Prix,0
321,1990,1,United States Grand Prix,11-Mar-90,\N,http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix,,21,2,Cloudy and cool with temperatures reaching up to 18 °C (64 °F)[1],N,phoenix,1990,1,1990 United States Grand Prix,0
730,1962,2,Monaco Grand Prix,3-Jun-62,\N,http://en.wikipedia.org/wiki/1962_Monaco_Grand_Prix,,19,4,Cloudy,N,monaco,1962,1,1962 Monaco Grand Prix,0
486,1981,4,San Marino Grand Prix,3-May-81,\N,http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix,,19,6,"Rain, cold",Y,imola,1981,1,1981 San Marino Grand Prix,0
132,2002,9,European Grand Prix,23-Jun-02,\N,http://en.wikipedia.org/wiki/2002_European_Grand_Prix,,6,3,"Mainly Fine, Air Temp: 18°C",N,nurburgring,2002,1,2002 European Grand Prix,104
860,2012,1,Australian Grand Prix,18-Mar-12,6:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,7.662,10,5,Fine[1] Air Temp 22 °C (72 °F)[1] Track Temp 30 °C (86 °F) dropping to 22 °C (72 °F)[1],N,albert_park,2012,1,2012 Australian Grand Prix,159
136,2002,13,Hungarian Grand Prix,18-Aug-02,\N,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,4,2,"Partially cloudy, hot and sunny, Air Temp: 28 °C (82 °F)[1]",N,hungaroring,2002,1,2002 Hungarian Grand Prix,64
204,1998,14,Italian Grand Prix,13-Sep-98,\N,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,,9,3,Sunny,N,monza,1998,1,1998 Italian Grand Prix,65
1052,2021,1,Bahrain Grand Prix,28-Mar-21,15:00:00,https://en.wikipedia.org/wiki/2021_Bahrain_Grand_Prix,,4,1,"Clear, 21 °C (70 °F)",N,bahrain,2021,1,2021 Bahrain Grand Prix,239
1027,2019,18,Mexican Grand Prix,27-Oct-19,19:10:00,https://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix,6.6,2,0,Partly cloudy,N,rodriguez,2019,1,2019 Mexican Grand Prix,155
874,2012,15,Japanese Grand Prix,7-Oct-12,6:00:00,http://en.wikipedia.org/wiki/2012_Japanese_Grand_Prix,6.381,5,3,Fine and Dry[2] Air Temp 23 °C (73 °F)[2] Track Temp 32 °C (90 °F)[2],N,suzuka,2012,1,2012 Japanese Grand Prix,167
47,2007,12,Turkish Grand Prix,26-Aug-07,12:00:00,http://en.wikipedia.org/wiki/2007_Turkish_Grand_Prix,,2,0,Sunny,N,istanbul,2007,1,2007 Turkish Grand Prix,162
985,2017,17,United States Grand Prix,22-Oct-17,19:00:00,https://en.wikipedia.org/wiki/2017_United_States_Grand_Prix,7.78,4,1,Sunny with temperatures reaching up to 82.9 °F (28.3 °C); wind speeds approaching speeds of 13.8 miles per hour (22.2 km/h)[4],N,americas,2017,1,2017 United States Grand Prix,120
156,2001,16,United States Grand Prix,30-Sep-01,\N,http://en.wikipedia.org/wiki/2001_United_States_Grand_Prix,,8,1,"Sunny, cool, Air: 19–21 °C (66–70 °F), Track 27 °C (81 °F)",N,indianapolis,2001,1,2001 United States Grand Prix,116
23,2008,6,Monaco Grand Prix,25-May-08,12:00:00,http://en.wikipedia.org/wiki/2008_Monaco_Grand_Prix,8.177,6,5,"Wet, drying later.",Y,monaco,2008,1,2008 Monaco Grand Prix,147
64,2006,12,German Grand Prix,30-Jul-06,14:00:00,http://en.wikipedia.org/wiki/2006_German_Grand_Prix,,10,2,"Sunny, warm",N,hockenheimring,2006,1,2006 German Grand Prix,108
75,2005,5,Spanish Grand Prix,8-May-05,14:00:00,http://en.wikipedia.org/wiki/2005_Spanish_Grand_Prix,,6,2,"Sunny, warm",N,catalunya,2005,1,2005 Spanish Grand Prix,98
339,2010,3,Malaysian Grand Prix,4-Apr-10,8:00:00,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix,6.684,7,1,"Mainly cloudy, dry",N,sepang,2010,1,2010 Malaysian Grand Prix,87
1043,2020,13,Emilia Romagna Grand Prix,1-Nov-20,12:10:00,https://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,6.5,5,1,Partly cloudy,N,imola,2020,1,2020 Emilia Romagna Grand Prix,125
891,2013,11,Belgian Grand Prix,25-Aug-13,12:00:00,http://en.wikipedia.org/wiki/2013_Belgian_Grand_Prix,5.688,3,1,not found,N,spa,2013,1,2013 Belgian Grand Prix,192
967,2016,20,Brazilian Grand Prix,13-Nov-16,16:00:00,https://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix,7.94,6,3,Rain and 16 °C (60.8 °F),Y,interlagos,2016,1,2016 Brazilian Grand Prix,205
160,2000,3,San Marino Grand Prix,9-Apr-00,\N,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix,,8,2,"Overcast, Mild, Dry, 16 °C",N,imola,2000,1,2000 San Marino Grand Prix,90
169,2000,12,Hungarian Grand Prix,13-Aug-00,\N,http://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix,,6,0,"Partially cloudy, very hot, dry",N,hungaroring,2000,1,2000 Hungarian Grand Prix,93
203,1998,13,Belgian Grand Prix,30-Aug-98,\N,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,,14,12,Cold and wet with rain becoming heavier,Y,spa,1998,1,1998 Belgian Grand Prix,29
131,2002,8,Canadian Grand Prix,9-Jun-02,\N,http://en.wikipedia.org/wiki/2002_Canadian_Grand_Prix,,9,1,Mostly fine and humid with temperatures reaching a maximum of 24.1 °C (75.4 °F)Wind speeds up to 8 km/h (5.0 mph)[1],N,villeneuve,2002,1,2002 Canadian Grand Prix,119
996,2018,8,French Grand Prix,24-Jun-18,14:10:00,https://en.wikipedia.org/wiki/2018_French_Grand_Prix,6.37,5,2,"Partially cloudy, warm and dry",N,ricard,2018,1,2018 French Grand Prix,110
992,2018,4,Azerbaijan Grand Prix,29-Apr-18,12:10:00,https://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix,8.54,7,6,Cloudy,N,BAK,2018,1,2018 Azerbaijan Grand Prix,92
1044,2020,14,Turkish Grand Prix,15-Nov-20,10:10:00,https://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,8.9,4,0,Overcast. Wet and drying track. Air: 11–14 °C (52–57 °F); Track: 14–17 °C (57–63 °F),Y,istanbul,2020,1,2020 Turkish Grand Prix,145
11,2009,11,European Grand Prix,23-Aug-09,12:00:00,http://en.wikipedia.org/wiki/2009_European_Grand_Prix,5.355,2,0,Hot and dry with temperatures reaching up to 33 °C (91 °F)[1],N,valencia,2009,1,2009 European Grand Prix,121
164,2000,7,Monaco Grand Prix,4-Jun-00,\N,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix,,13,7,Sunny,N,monaco,2000,1,2000 Monaco Grand Prix,27
5,2009,5,Spanish Grand Prix,10-May-09,12:00:00,http://en.wikipedia.org/wiki/2009_Spanish_Grand_Prix,5.33,6,4,"Warm, Sunny",N,catalunya,2009,1,2009 Spanish Grand Prix,106
65,2006,13,Hungarian Grand Prix,6-Aug-06,14:00:00,http://en.wikipedia.org/wiki/2006_Hungarian_Grand_Prix,,11,5,Cool and rainy with temperatures reaching up to 20 °C (68 °F)[1],Y,hungaroring,2006,1,2006 Hungarian Grand Prix,92
74,2005,4,San Marino Grand Prix,24-Apr-05,14:00:00,http://en.wikipedia.org/wiki/2005_San_Marino_Grand_Prix,,7,1,Warm and cloudy,N,imola,2005,1,2005 San Marino Grand Prix,84
856,2011,16,Korean Grand Prix,16-Oct-11,6:00:00,http://en.wikipedia.org/wiki/2011_Korean_Grand_Prix,6.915,3,2,"Dry, light rain at the start Air Temp 21 °C (70 °F)[2]",Y,yeongam,2011,1,2011 Korean Grand Prix,194
354,2010,18,Brazilian Grand Prix,7-Nov-10,16:00:00,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix,6.253,1,1,Clear; 25 °C (77 °F),N,interlagos,2010,1,2010 Brazilian Grand Prix,174
1032,2020,2,Styrian Grand Prix,12-Jul-20,13:10:00,https://en.wikipedia.org/wiki/2020_Styrian_Grand_Prix,6.6,3,0,Sunny,N,red_bull_ring,2020,1,2020 Styrian Grand Prix,131
194,1998,4,San Marino Grand Prix,26-Apr-98,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,,12,2,"Sunny, 25 °C",N,imola,1998,1,1998 San Marino Grand Prix,40
219,1997,13,Italian Grand Prix,7-Sep-97,\N,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix,,8,3,Dry with temperatures reaching up to 29 °C (84 °F)[1],N,monza,1997,1,1997 Italian Grand Prix,80
266,1994,10,Hungarian Grand Prix,14-Aug-94,\N,http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix,,17,7,Sunny,N,hungaroring,1994,1,1994 Hungarian Grand Prix,0
281,1993,9,British Grand Prix,11-Jul-93,\N,http://en.wikipedia.org/wiki/1993_British_Grand_Prix,,15,3,Dry,N,silverstone,1993,1,1993 British Grand Prix,0
305,1991,1,United States Grand Prix,10-Mar-91,\N,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix,,25,2,Overcast25 °C (77 °F)[1],N,phoenix,1991,1,1991 United States Grand Prix,0
335,1990,15,Japanese Grand Prix,21-Oct-90,\N,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix,,20,6,Sunny,N,suzuka,1990,1,1990 Japanese Grand Prix,0
112,2003,5,Spanish Grand Prix,4-May-03,\N,http://en.wikipedia.org/wiki/2003_Spanish_Grand_Prix,,8,3,Clear,N,catalunya,2003,1,2003 Spanish Grand Prix,140
605,1973,1,Argentine Grand Prix,28-Jan-73,\N,http://en.wikipedia.org/wiki/1973_Argentine_Grand_Prix,,10,0,not found,N,galvez,1973,1,1973 Argentine Grand Prix,0
629,1972,10,Italian Grand Prix,10-Sep-72,\N,http://en.wikipedia.org/wiki/1972_Italian_Grand_Prix,,14,3,Dry and sunny,N,monza,1972,1,1972 Italian Grand Prix,0
659,1969,4,Dutch Grand Prix,21-Jun-69,\N,http://en.wikipedia.org/wiki/1969_Dutch_Grand_Prix,,5,0,"Sunny, mild, dry",N,zandvoort,1969,1,1969 Dutch Grand Prix,0
685,1967,7,German Grand Prix,6-Aug-67,\N,http://en.wikipedia.org/wiki/1967_German_Grand_Prix,,12,0,not found,N,nurburgring,1967,1,1967 German Grand Prix,0
713,1964,5,British Grand Prix,11-Jul-64,\N,http://en.wikipedia.org/wiki/1964_British_Grand_Prix,,11,3,"Warm, dry",N,brands_hatch,1964,1,1964 British Grand Prix,0
738,1961,1,Monaco Grand Prix,14-May-61,\N,http://en.wikipedia.org/wiki/1961_Monaco_Grand_Prix,,12,1,Sunny,N,monaco,1961,1,1961 Monaco Grand Prix,0
746,1960,1,Argentine Grand Prix,7-Feb-60,\N,http://en.wikipedia.org/wiki/1960_Argentine_Grand_Prix,,8,0,Dry,N,galvez,1960,1,1960 Argentine Grand Prix,0
768,1958,4,Indianapolis 500,30-May-58,\N,http://en.wikipedia.org/wiki/1958_Indianapolis_500,,20,11,not found,N,indianapolis,1958,1,1958 Indianapolis 500,0
791,1956,8,Italian Grand Prix,2-Sep-56,\N,http://en.wikipedia.org/wiki/1956_Italian_Grand_Prix,,16,0,"Cloudy, warm, alternating light rain",Y,monza,1956,1,1956 Italian Grand Prix,0
818,1952,2,Indianapolis 500,30-May-52,\N,http://en.wikipedia.org/wiki/1952_Indianapolis_500,,13,0,Warm and sunny,N,indianapolis,1952,1,1952 Indianapolis 500,0
839,1950,7,Italian Grand Prix,3-Sep-50,\N,http://en.wikipedia.org/wiki/1950_Italian_Grand_Prix,,21,0,"Warm, hot and sunny",N,monza,1950,1,1950 Italian Grand Prix,0
479,1982,13,Austrian Grand Prix,15-Aug-82,\N,http://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix,,22,7,"Sunny, hot",N,osterreichring,1982,1,1982 Austrian Grand Prix,0
509,1980,12,Italian Grand Prix,14-Sep-80,\N,http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix,,16,3,"Sunny, Mild, Dry",N,imola,1980,1,1980 Italian Grand Prix,0
536,1978,10,British Grand Prix,16-Jul-78,\N,http://en.wikipedia.org/wiki/1978_British_Grand_Prix,,19,1,Dry,N,brands_hatch,1978,1,1978 British Grand Prix,0
556,1977,14,Italian Grand Prix,11-Sep-77,\N,http://en.wikipedia.org/wiki/1977_Italian_Grand_Prix,,25,5,Dry,N,monza,1977,1,1977 Italian Grand Prix,0
584,1975,9,French Grand Prix,6-Jul-75,\N,http://en.wikipedia.org/wiki/1975_French_Grand_Prix,,8,0,Dry and sunny,N,ricard,1975,1,1975 French Grand Prix,0
365,1989,10,Hungarian Grand Prix,13-Aug-89,\N,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix,,26,2,Cloudy,N,hungaroring,1989,1,1989 Hungarian Grand Prix,0
386,1988,15,Japanese Grand Prix,30-Oct-88,\N,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix,,14,5,"Cool and mainly dry, some rain toward the end",Y,suzuka,1988,1,1988 Japanese Grand Prix,0
408,1986,5,Belgian Grand Prix,25-May-86,\N,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix,,13,2,Dry,N,spa,1986,1,1986 Belgian Grand Prix,0
431,1985,12,Italian Grand Prix,8-Sep-85,\N,http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix,,15,0,Dry,N,monza,1985,1,1985 Italian Grand Prix,0
452,1983,1,Brazilian Grand Prix,13-Mar-83,\N,http://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix,,14,2,not found,N,jacarepagua,1983,1,1983 Brazilian Grand Prix,0
888,2013,9,German Grand Prix,7-Jul-13,12:00:00,http://en.wikipedia.org/wiki/2013_German_Grand_Prix,7.643,3,1,Sunny,N,nurburgring,2013,1,2013 German Grand Prix,253
133,2002,10,British Grand Prix,7-Jul-02,\N,http://en.wikipedia.org/wiki/2002_British_Grand_Prix,,10,1,"Dry/Wet, Air Temp: 21°C",Y,silverstone,2002,1,2002 British Grand Prix,140
32,2008,15,Singapore Grand Prix,28-Sep-08,12:00:00,http://en.wikipedia.org/wiki/2008_Singapore_Grand_Prix,6.302,6,3,"Dry, Air Temp: 28 °C (82 °F), Wind Speed: 2.2 metres per second (7.2 ft/s), Humidity: 79%",N,marina_bay,2008,1,2008 Singapore Grand Prix,233
306,1991,2,Brazilian Grand Prix,24-Mar-91,\N,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix,,22,2,"Cloudy at start, rainy later. Ambient temperature: 29.4°C (85°F).Humidity: 95%.Wind speed: 33.7 km/h (21 mph).",Y,interlagos,1991,1,1991 Brazilian Grand Prix,0
280,1993,8,French Grand Prix,4-Jul-93,\N,http://en.wikipedia.org/wiki/1993_French_Grand_Prix,,11,2,not found,N,magny_cours,1993,1,1993 French Grand Prix,0
279,1993,7,Canadian Grand Prix,13-Jun-93,\N,http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix,,9,2,Temperatures reaching up to 29.0 °C (84.2 °F);Wind speeds up to 18.3 km/h (11.4 mph)[1],N,villeneuve,1993,1,1993 Canadian Grand Prix,0
485,1981,3,Argentine Grand Prix,12-Apr-81,\N,http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix,,17,0,"Sunny, Hot, Dry",N,galvez,1981,1,1981 Argentine Grand Prix,0
533,1978,7,Spanish Grand Prix,4-Jun-78,\N,http://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix,,15,2,Dry,N,jarama,1978,1,1978 Spanish Grand Prix,0
603,1974,14,Canadian Grand Prix,22-Sep-74,\N,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix,,15,1,Cold with temperatures approaching 13.3 °C (55.9 °F); wind speeds up to 15 kilometres per hour (9.3 mph)[1],N,mosport,1974,1,1974 Canadian Grand Prix,0
435,1985,16,Australian Grand Prix,3-Nov-85,\N,http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix,,17,1,Sunny,N,adelaide,1985,1,1985 Australian Grand Prix,0
918,2014,19,Abu Dhabi Grand Prix,23-Nov-14,13:00:00,http://en.wikipedia.org/wiki/2014_Abu_Dhabi_Grand_Prix,6.49,3,0,"Clear skies; Air temp: 30 °C (86 °F) during the day, dropping to 24 °C (75.2 °F). Wind speed: 8 km/h (4.9 mph).[2] (Night race)",N,yas_marina,2014,1,2014 Abu Dhabi Grand Prix,219
70,2006,18,Brazilian Grand Prix,22-Oct-06,14:00:00,http://en.wikipedia.org/wiki/2006_Brazilian_Grand_Prix,,6,3,Temperatures reaching up to 23 °C (73 °F)[1],N,interlagos,2006,1,2006 Brazilian Grand Prix,155
635,1971,4,Dutch Grand Prix,20-Jun-71,\N,http://en.wikipedia.org/wiki/1971_Dutch_Grand_Prix,,11,3,Wet,Y,zandvoort,1971,1,1971 Dutch Grand Prix,0
823,1952,7,Dutch Grand Prix,17-Aug-52,\N,http://en.wikipedia.org/wiki/1952_Dutch_Grand_Prix,,9,0,Rainy,Y,zandvoort,1952,1,1952 Dutch Grand Prix,0
394,1987,7,British Grand Prix,12-Jul-87,\N,http://en.wikipedia.org/wiki/1987_British_Grand_Prix,,17,2,Sunny and warm,N,silverstone,1987,1,1987 British Grand Prix,0
637,1971,6,British Grand Prix,17-Jul-71,\N,http://en.wikipedia.org/wiki/1971_British_Grand_Prix,,13,2,"Overcast, dry",N,silverstone,1971,1,1971 British Grand Prix,0
225,1996,2,Brazilian Grand Prix,31-Mar-96,\N,http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix,,11,7,"Wet, then drying with temperatures reaching up to 24 °C (75 °F)[1]",Y,interlagos,1996,1,1996 Brazilian Grand Prix,123
100,2004,11,British Grand Prix,11-Jul-04,\N,http://en.wikipedia.org/wiki/2004_British_Grand_Prix,,4,3,"Cloudy, Air: 17 °C (63 °F), Track 27 °C (81 °F)",N,silverstone,2004,1,2004 British Grand Prix,176
414,1986,11,Hungarian Grand Prix,10-Aug-86,\N,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix,,16,3,not found,N,hungaroring,1986,1,1986 Hungarian Grand Prix,0
92,2004,3,Bahrain Grand Prix,4-Apr-04,\N,http://en.wikipedia.org/wiki/2004_Bahrain_Grand_Prix,,3,0,"Warm, dry and overcast",N,bahrain,2004,1,2004 Bahrain Grand Prix,216
678,1968,12,Mexican Grand Prix,3-Nov-68,\N,http://en.wikipedia.org/wiki/1968_Mexican_Grand_Prix,,12,0,"Sunny, Mild, Dry",N,rodriguez,1968,1,1968 Mexican Grand Prix,0
744,1961,7,Italian Grand Prix,10-Sep-61,\N,http://en.wikipedia.org/wiki/1961_Italian_Grand_Prix,,27,4,Sunny,N,monza,1961,1,1961 Italian Grand Prix,0
759,1959,4,French Grand Prix,5-Jul-59,\N,http://en.wikipedia.org/wiki/1959_French_Grand_Prix,,11,0,"Hot, dry",N,reims,1959,1,1959 French Grand Prix,0
213,1997,7,Canadian Grand Prix,15-Jun-97,\N,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,,12,6,Clear and mild with temperatures approaching 22.7 °C (72.9 °F)Wind speeds up to 4.1 km/h (2.5 mph)[1],N,villeneuve,1997,1,1997 Canadian Grand Prix,82
1001,2018,13,Belgian Grand Prix,26-Aug-18,13:10:00,https://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix,5.31,5,3,not found,N,spa,2018,1,2018 Belgian Grand Prix,55
271,1994,15,Japanese Grand Prix,6-Nov-94,\N,http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix,,15,9,"Heavy rain, followed by light showers",Y,suzuka,1994,1,1994 Japanese Grand Prix,0
268,1994,12,Italian Grand Prix,11-Sep-94,\N,http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix,,19,7,Sunny,N,monza,1994,1,1994 Italian Grand Prix,0
42,2007,7,United States Grand Prix,17-Jun-07,17:00:00,http://en.wikipedia.org/wiki/2007_United_States_Grand_Prix,,7,4,Warm (33C/91F) and clear,N,indianapolis,2007,1,2007 United States Grand Prix,121
327,1990,7,French Grand Prix,8-Jul-90,\N,http://en.wikipedia.org/wiki/1990_French_Grand_Prix,,19,0,"Hot, dry, sunny",N,ricard,1990,1,1990 French Grand Prix,0
645,1970,3,Monaco Grand Prix,10-May-70,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,,14,0,Sunny and warm,N,monaco,1970,1,1970 Monaco Grand Prix,0
718,1964,10,Mexican Grand Prix,25-Oct-64,\N,http://en.wikipedia.org/wiki/1964_Mexican_Grand_Prix,,8,0,not found,N,rodriguez,1964,1,1964 Mexican Grand Prix,0
773,1958,9,Portuguese Grand Prix,24-Aug-58,\N,http://en.wikipedia.org/wiki/1958_Portuguese_Grand_Prix,,6,2,not found,N,boavista,1958,1,1958 Portuguese Grand Prix,0
847,2011,7,Canadian Grand Prix,12-Jun-11,17:00:00,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,9.095,7,5,"Wet at start, very heavy rain later, after rain stops, track drying towards the end. Temperatures up to 27 °C (81 °F); wind speeds up to 12 kilometres per hour (7.5 mph)[2]",Y,villeneuve,2011,1,2011 Canadian Grand Prix,421
522,1979,11,Austrian Grand Prix,12-Aug-79,\N,http://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix,,16,1,Dry,N,osterreichring,1979,1,1979 Austrian Grand Prix,0
547,1977,5,Spanish Grand Prix,8-May-77,\N,http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix,,17,5,not found,N,jarama,1977,1,1977 Spanish Grand Prix,0
383,1988,12,Italian Grand Prix,11-Sep-88,\N,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix,,19,1,Sunny and hot,N,monza,1988,1,1988 Italian Grand Prix,0
440,1984,5,French Grand Prix,20-May-84,\N,http://en.wikipedia.org/wiki/1984_French_Grand_Prix,,13,2,Dry,N,dijon,1984,1,1984 French Grand Prix,0
709,1964,1,Monaco Grand Prix,10-May-64,\N,http://en.wikipedia.org/wiki/1964_Monaco_Grand_Prix,,17,0,not found,N,monaco,1964,1,1964 Monaco Grand Prix,0
907,2014,8,Austrian Grand Prix,22-Jun-14,12:00:00,http://en.wikipedia.org/wiki/2014_Austrian_Grand_Prix,6.7,3,0,"Partially cloudy, hot and dry",N,red_bull_ring,2014,1,2014 Austrian Grand Prix,220
574,1976,15,United States Grand Prix,10-Oct-76,\N,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix,,13,3,Sunny with temperatures reaching up to 61 °F (16 °C); winds gusting up to 15.9 miles per hour (25.6 km/h)[2],N,watkins_glen,1976,1,1976 United States Grand Prix,0
